title,id,score,desc,short_desc,developer,thumbnail,url,price
guns of icarus online,209080,0.92785402801064,"A vivid steampunk world  Lumbering, heavily-armored airships bristling with guns patrol the skies above a land ravaged beyond repair by an out-of-control industrial revolution.Build your own airship  Starting from a selection of basic hulls, players can mix and match hundreds of custom parts to create their own unique airship, then assemble a crew to fly it.Your ship is your life  Your ship is your collective life bar - when the ship goes down, the crew goes down with it. Every member of the crew plays an integral role in not only maintaining the integrity - “life” - of the ship, but also weakening the integrity of enemy ships as they work cooperatively towards a shared victory.The ultimate multiplayer team experience  You won’t be told to stay still and not die while a veteran preserves their Kill/Death ratio. In Guns of Icarus Online, you have to work together. It’s an entirely interdependent gameplay experience that cannot be won by a single crew member.Goggles, gears, and glory  A wide range of costumes and cosmetic options to show off your style are available in the in-game store. These items are cosmetic only - there is no pay-to-win in Guns of Icarus Online.Pit crew against crew Form a party with up to 4 friends and crew a ship together to battle against other teams in massive airship battles with up to 32 players in a match with multiple game modes including Deathmatch, King of the Hill, Crazy King, Skyball, and VIP.Rise in the ranks  Earn titles and cosmetic upgrades through your achievements. Balanced, competitive matches reward strategic, skillful play, not level grinding.The Industrial Revolution never ended. Raging out of control, the new machines consumed the world, staining the sky, scouring the land and poisoning the water. Humanity came the brink of extinction, all but destroyed by their own unrestrained ingenuity. A few pockets of civilization survived, sheltering in the crevices of the world, and it is time for a comeback.Divided by wide expanses of toxic wasteland, a handful of these remnants have developed airship technology. Cruising through the sky, safely away from the poisoned earth, trade and industry could finally begin anew. However, with resources so desperately limited, war was inevitable.<img src="" />We are Muse Games, an independent studio based out of New York City. Our debut game, Flight of the Icarus, was the seed that would later grow into our flagship title. After releasing the unique and eye-catching platform game CreaVures in 2011, we dedicated ourselves to re-engineering our debut title into a fully-featured cooperative online airship combat game.We released Guns of Icarus Online in October 2012, right in the midst of Hurricane Sandy. Despite that challenging start, the game earned a loyal audience and built up a healthy community, passing the million player mark in January 2016. Since then, we have remained committed to supporting and expanding the Guns of Icarus experience. What was originally intended to be an expansion that would introduce AI opponents and player-vs-environment gameplay grew into a new standalone game - Guns of Icarus Alliance, the ultimate and definitive Guns of Icarus experience - which released in March 2017.","Assemble your crew, take to the skies in the premier PvP airship combat game. Guns of Icarus Online is all about flying massive airships, shooting big turret weapons, and working as a team for supremacy of the skies. Everyone as one, victory or death, together.",['Muse Games'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/209080/ss_3de162ddb741402276d2a7fa1526d81ae8e8d24f.600x338.jpg?t=1674849918,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/209080/header.jpg?t=1674849918,4.99
emily is away,417860,0.9277815626150112,"Sign In again.Remember a time before Facebook and Skype? When Windows XP was the next big thing and AIM was king. Relive that era with Emily is Away. Create a screenname and browse buddy infos in this chat-bot meets adventure game. Explore your relationship with Emily, a fellow high school student, in a branching narrative where you choose the outcome. And most importantly, change your text color to lime green so people know you're the coolest kid in school.Features    Buddy icons, profiles and away messages.    A dialogue decision-based branching narrative.    Over an hour of nostalgia-inducing gameplay.    Five chapters spanning five years of the main characters life.    Computer sounds you hoped to never hear again!",Emily is Away is an interactive story. Create a screenname and choose your path through the branching narrative.,['Kyle Seeley'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/417860/ss_08e2c212c04db9807696a24d142d5b788d4cfc42.600x338.jpg?t=1619107266,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/417860/header.jpg?t=1619107266,4.99
depth,274940,0.9274750239407894,"Play as a shark or a diver in a dark aquatic world and overcome your enemies by employing cunning, teamwork, and stealth. Depth blends tension and visceral action as you team up against AI or be matched with other players in heart pounding combat.Play as a sharkPlay as a diverHeart pounding atmosphereEvolve your play styleUnlock exotic new weapons for your diver, or 'evolutions' for your shark that open up new tactical possibilities as you play the game. Persistent stat tracking and meaningful steam achievements will also give you something to shoot for (in some cases, quite literally!)Practice offline with AI botsNot feeling quite ready to plunge into online play? Depth allows you to hone your skills against some alarmingly clever AI enemies who can be configured in several modes of difficulty.","Play as a shark or a diver in a dark aquatic world and overcome your enemies by employing cunning, teamwork, and stealth. Depth blends tension and visceral action as you team up against AI or be matched with other players in heart pounding combat.",['Digital Confectioners'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/274940/ss_4c4113da58c2c855d9988761ac0b9befd1e78352.600x338.jpg?t=1704943709,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/274940/header.jpg?t=1704943709,16.99
sanctum 2,210770,0.9274750239407894,"Sanctum 2 is the sequel to the world’s first Tower Defense/FPS hybrid game. Pick from four unique character classes and embark on a mission to protect the oxygen-producing Cores from hordes of deadly aliens who are threatened by their existence. Outfit your character exactly the way you want through the new and extensive customization system. Choose your own loadout of towers, weapons and perks, but choose wisely because you are humanity’s last defense against the unrelenting hordes set out to destroy it.Sanctum 2 is a new game completely rebuilt from the ground up using community feedback and innovative design to really push the bar of what an independent studio can do.Intense Action – Deep StrategyIn Sanctum 2, you will utilize elements from multiple gameplay genres to succeed. Construct towers and walls during the building phase before the enemies attack, then jump into the fray and blast everything to pieces in FPS mode. You can progress through the single-player campaign yourself, or play with up to four friends in co-op to discover the secrets of the planet LOEK III and learn the backstory on why the aliens are so intent on destroying the Cores you are sworn to protect.Key Features Building on the success of the original game, Sanctum 2 stands alone as the only true FPS/Tower Defense hybrid. No other title delivers gameplay that seamlessly combines both genres. Tower Defense – Design complex mazes and build powerful towers to stop the enemies from destroying the Cores. First-Person Shooter – Don’t just sit back and watch, jump into the action yourself! Four playable character classes – Each with their own unique strengths, weaknesses and weapons. Vast Customization System – Pick perks or make the game crazy hard by adding Feats of Strength. In-game Visual Novel – Unlock a comic-book page for every map you beat to discover the secrets of LOEK III. Progression System – Increase your rank and unlock new weapons, towers and perks. 4-Player Co-op – Progress through the storyline yourself or team up with other players whenever you want.",Sanctum 2 is the sequel to the world’s first Tower Defense/FPS hybrid game. Pick from four unique character classes and embark on a mission to protect the oxygen-producing Cores from hordes of deadly aliens who are threatened by their existence.,['Coffee Stain Studios'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/210770/ss_383e61d27a880f8c121a70a587ffa49a949e1df2.600x338.jpg?t=1602684218,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/210770/header.jpg?t=1602684218,14.79
xcom 2,268500,0.9270814427913292,"XCOM ON THE RUN: Take command of the Avenger, an alien supply craft converted to XCOM’s mobile headquarters. New open-ended gameplay lets you decide where to guide your strike team, how to grow popular support, and when to combat enemy counter-operations.RECRUIT RESISTANCE FIGHTERS: Five soldier classes, each with its own skill tree, let you create specific soldiers for your tactical plan. TACTICAL GUERRILLA COMBAT: New gameplay systems offer more tactical flexibility in combat. Use concealment to ambush enemy patrols. Loot enemies for precious gear and artifacts. Rescue VIPs and save fallen comrades by carrying them to the extraction point.A NEW BREED OF ENEMY:  A diverse cast of enemies from powerful new alien species to the ADVENT, enforcers of the alien regime, offer a distinct tactical challenge. RESEARCH, DEVELOP AND UPGRADE: Configure and build rooms on the Avenger to give XCOM new capabilities on the battlefield. Use your Scientists and Engineers to research, develop and upgrade weapons and armor to fit your preferred tactics.EACH MISSION IS A UNIQUE CHALLENGE: Go on missions around the world, from wildlands to the heart of the alien-controlled megacities, to the depths of alien installations. There are virtually infinite combinations of maps, missions and goals.","XCOM 2 is the sequel to XCOM: Enemy Unknown, the 2012 award-winning strategy game of the year. Earth has changed and is now under alien rule. Facing impossible odds you must rebuild XCOM, and ignite a global resistance to reclaim our world and save humanity.","['Firaxis Games', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/268500/ss_a95cdbe487dbabf6621962fc92f438e26c5fdfd3.600x338.jpg?t=1646157374,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/268500/header.jpg?t=1646157374,49.99
kingdoms of amalur reckoning,102500,0.9262470507544732,"Re-ReckoningGreetings, traveller!Destiny awaits you, but due to a publisher change surrounding Kingdoms of Amalur, this version is no longer available. If you want to choose your fate and battle through this world worth saving, follow this propitious path:  the GameThe minds of New York Times bestselling author R.A. Salvatore, Spawn creator Todd McFarlane, and Elder Scrolls IV: Oblivion lead designer Ken Rolston have combined to create Kingdoms of Amalur: Reckoning, a new role-playing game set in a world worth saving.  Build the character you've always wanted and continuously evolve it to your style of play with the revolutionary Destiny system. Choose your path and battle through a master-crafted universe featuring some of the most intense, responsive, and customizable RPG combat ever. Key Features:  A Massive World to Explore, Filled with Epic Fiction and Rich Storytelling  Uncover the secrets of Amalur in hundreds of hours of immersive gameplay, from the vibrant city of Rathir to the vast region of Dalentarth to the grim dungeons of the Brigand Hall Caverns.	   	 Rescue a world torn apart by a vicious war and control the keys to immortality as the first warrior ever to be resurrected from the grips of death. Turn your lack of a destiny to your advantage and harness fate as a weapon.	   	 Explore deep levels of lore in a universe steeped in 10,000 years of fiction created by New York Times bestselling author R.A. Salvatore.	   	 Intense Action Combat  Customize your play in a dynamic combat system that delivers some of the most intense and responsive action ever seen in an RPG.	   	 Seamlessly integrate magical and melee attacks as you take on scores of enemies in grand fight sequences and finish them off with brutal Fateshift kills.	   	 Choose Your Destiny With Customizable Classes  Build the character you've always wanted with the revolutionary new Destiny system that allows you to continuously evolve your character class to your style of play.	   	 Create and modify your hero with millions of combinations of skills, abilities, weapons and pieces of armor.	   	 ","The minds of New York Times bestselling author R.A. Salvatore, Spawn creator Todd McFarlane, and Elder Scrolls IV: Oblivion lead designer Ken Rolston have combined to create Kingdoms of Amalur: Reckoning, a new role-playing game set in a world worth saving.","['Big Huge Games', '38 Studios']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/102500/ss_8c799eb54c6f57967f766f463a0068cb5d94f327.600x338.jpg?t=1628191773,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/102500/header.jpg?t=1628191773,4.99
grand theft auto vice city,12110,0.9262470507544732,"Welcome to Vice City. Welcome to the 1980s.

From the decade of big hair, excess and pastel suits comes a story of one man's rise to the top of the criminal pile. Vice City, a huge urban sprawl ranging from the beach to the swamps and the glitz to the ghetto, was one of the most varied, complete and alive digital cities ever created. Combining open-world gameplay with a character driven narrative, you arrive in a town brimming with delights and degradation and given the opportunity to take it over as you choose.

Having just made it back onto the streets of Liberty City after a long stretch in maximum security, Tommy Vercetti is sent to Vice City by his old boss, Sonny Forelli. They were understandably nervous about his re-appearance in Liberty City, so a trip down south seemed like a good idea. But all does not go smoothly upon his arrival in the glamorous, hedonistic metropolis of Vice City. He's set up and is left with no money and no merchandise. Sonny wants his money back, but the biker gangs, Cuban gangsters, and corrupt politicians stand in his way. Most of Vice City seems to want Tommy dead. His only answer is to fight back and take over the city himself.","Welcome to Vice City. Welcome to the 1980s. From the decade of big hair, excess and pastel suits comes a story of one man's rise to the top of the criminal pile.",['Rockstar Games'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/12110/0000003313.600x338.jpg?t=1634144465,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/12110/header.jpg?t=1634144465,4.99
duck game,312530,0.9262470507544732,"Enter the futuristic year of 1984, an age where ducks run wild in a frantic battle for glory. Win over the crowd and gain a following by blasting your feathered friends with Shotguns, Net Guns, Mind Control Rays, Saxophones, Magnet Guns, and pretty much anything else a duck could use as a weapon. One hit and you're roasted. This is DUCK GAME. Don't blink. 2 to 8 PLAYERS + 4 Spectators in either Local Multiplayer Couch Combat, or Online Play! Single Player challenge mode Easy to pick up, emphasizing strategy over twitch reaction 100+ Levels, 50+ Weapons Level Editor","Enter the futuristic year of 1984, an age where ducks run wild in a frantic battle for glory. Blast your friends with Shotguns, Net Guns, Mind Control Rays, Saxophones, Magnet Guns, and much, much more. This is DUCK GAME. Don't blink.",['Landon Podbielski'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/312530/ss_e0d4c29f0c6b93903916d35ec79ea5f2560932d5.600x338.jpg?t=1606522299,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/312530/header.jpg?t=1606522299,12.99
boring man online tactical stickman combat,346120,0.9262470507544732,"Boring Man - Online Tactical Stickman Combat is the greatest 2D stickfigure shooter you've never heard of. Enlist into the petty armed conflict of Somewhere Land, where a civilization of agile stickfigures fight for their lives with high powered weapons against an evil, world destroying sorcerer, only known as The Man.Too many weapons!Boring Man offers over 70 weapons to choose from.. assault your enemies on a skateboard with a minigun, strap your shotgun to a flying drone and blast somebody's head remotely, or take advantage of the dynamic dual-wielding system where you can combine various weapons to hold in each hand.                   Easy to learn, difficult to masterCombined with a horde of weapons, B-Man's in-depth platforming takes your competitive 2D shooter experience to another level.  Walljumping, double jumping, rolling.. and a silky smooth collision system so you never miss a beat. Did I mention there's ladder tech? There is lots and lots of ladder tech.Over 8,000 weapon skinsQuantity over quality baby!!! Earn XP to unlock weapon skins.. can you collect them ALL? Brag and show off your super rare finds to other poor saps, or recycle your trash skins for a chance to get a better one. No trading or sketchy Steam economy crapola here! I absolutely do think that's a selling point!Create your own weapon skins easily with the weapon skin creator, or import custom artwork using the easy to use sprite modding system. Upload your weapon skins to the Workshop to be judged by yours truly, and I might add it to the game officially. (with you credited of course)7 game modes, tons of custom game settingsGet in touch with your competitive side with the ever-so grueling Team Deathmatch, defend yourself from The Man's forces with your friends in Survival co-op, or fight against the undead horde lest you end up joining it in Zombrains.                                                                            Built-in map editor + Workshop supportMake your own maps with the map editor! You can import custom images, take advantage of the advanced logic gate system to make in-depth maps, and even share your maps or download maps made by others with Workshop support!Cool DLC to buy that pays for the developer's rentWant even more? Get Boring Man Premium and have extra customization features for your stickfigure soldier, such as hats and colored bullets. Special animated DLC weapon skins are also available. B-Man is NOT pay-to-win, and its developed and maintained by one guy, so no publisher is involved.","Battle other 2D stickfigures online while jumping around like a lunatic and getting blown up into smithereens. With over 70 weapons, Boring Man is the most chaotic and hilarious 2D online shooter on the internet.",['Spasman Games'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/346120/ss_af2d4761d0e936171fd91690eed2ac0ecda89ddf.600x338.jpg?t=1700978499,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/346120/header.jpg?t=1700978499,4.99
dmc devil may cry,220440,0.9262470507544732,"In this retelling of Dante's origin story which is set against a contemporary backdrop, DmC Devil May Cry™ retains the stylish action, fluid combat and self-assured protagonist that have defined the iconic series but inject a more brutal and visceral edge. The Dante of DmC is a young man who has no respect for authority or indeed society in general. Dante knows that he is not human, but also that he is not like the demons that have tormented him throughout his life. Caught between worlds, he feels like an outcast. Thanks to his twin brother Vergil, leader of the anti-establishment group called “The Order”, Dante is now discovering and coming to terms with what it means to be the child of a demon and an angel. This split personality has a real impact on gameplay with Dante being able to call upon angel and demon abilities at will, transforming his Rebellion sword on the fly to dramatically affect both combat and movement. For DmC Capcom has teamed up with UK development studio, Ninja Theory, renown for delivering action titles with compelling characters and narrative coupled with high production values. The combination of Ninja Theory’s expertise and Capcom’s unrivalled heritage in producing combat focused action titles will ensure that this latest addition to the over 11-million selling series will remain true to the Devil May Cry DNA so cherished by the fans, while bringing a new level of cinematic quality to the title.Key FeaturesSurvive Limbo - The world of Limbo is a living and breathing entity, out to kill Dante. The world will transform in real-time and try to block off and even kill our hero. Our protagonist will have to master demonic powers to shape Limbo the way he sees fit, while perfecting his angelic skills to traverse this hazardous, twisted world. Who is Dante? – Explore a retelling of Dante’s origin story in a gripping narrative featuring familiar faces from the series alongside all new characters, including Vergil, Dante’s twin brother. Unbridled action – The intense and iconic sword and gun based combat returns with the addition of new Angel and Demon weapons and abilities, all designed to dispatch the demonic spawn back to hell with style and panache. Weapons include: “Rebellion”: Dante’s trusted sword, given by his father Sparda, provides a great mix of combos and attacks, great for sending enemies skyward. “Ebony & Ivory”: These guns are good for keeping enemies at bay, maintaining combos and juggling enemies in the air. “Arbiter”: a demonic axe that can deliver massive blows and break through enemy shields. “Osiris”: an angelic scythe with fast attacks and great for crowd control. “Eryx”: powerful demonic gauntlets that pack enough punch to parry even the strongest attacks and juggle the heaviest enemies. Retaining the Devil May Cry DNA – Capcom staff, including team members from previous Devil May Cry titles, have been assigned to the project from the outset to ensure DmC is a true addition to the Devil May Cry franchise. Unrivalled production values - Ninja Theory will take advantage of the latest performance capture technology to deliver a level of character design, story-telling and cinematics that perfectly complements DmC’s high-octane combat.","In this retelling of Dante's origin story which is set against a contemporary backdrop, DmC Devil May Cry™ retains the stylish action.",['Ninja Theory'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/220440/ss_5e89cc2ac0468afa40bd9bd6932b41a0db9016f5.600x338.jpg?t=1644283036,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/220440/header.jpg?t=1644283036,29.99
wargame red dragon,251060,0.9262470507544732,"Check out our new real-time strategy World War III battle simulator the GameThe new reference in RTS at its best!The Wargame series returns to duty, larger, richer and more spectacular than ever before. In Wargame Red Dragon, you are engaged in a large-scale conflict where Western forces clash against the Communist bloc.1991: the two blocs confront each other in a new theater of war, Asia, joined by various other countries: Japan, China, North Korea, South Korea, Australia and New Zealand.You command the military resources of all 17 nations involved, assembling your fighting force from a phenomenal selection of 1,450 units that have been meticulously reproduced from their source! Command tanks, planes, helicopters, new warships and amphibious units in intense battles of unequaled tactical depth. Master the relief of varied, ultra realistic battlefields, dominate the new maritime areas and rewrite history in a conflict that has been directed and designed in stunning detail by development studio Eugen Systems.Wargame Red Dragon is thrilling in single-player mode with its new dynamic campaign system, and also offers an extensive multiplayer mode where up to 20 players can compete against each other simultaneously.","The new reference in RTS at its best! The Wargame series returns to duty, larger, richer and more spectacular than ever before. In Wargame Red Dragon, you are engaged in a large-scale conflict where Western forces clash against the Communist bloc.",['Eugen Systems'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/251060/ss_5e17e3c539e3823fe20952ec5b58fe6a5566e869.600x338.jpg?t=1639786925,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/251060/header.jpg?t=1639786925,29.99
super amazing wagon adventure,250500,0.9262470507544732,"Super Amazing Wagon Adventure is a fast-paced 2d shooting game with a random story. You control a group of three migrants traveling west along a wagon trail. The game consists of short scenes that are sequenced together in a semi-random way to tell a crazy adventure story. One minute you could be massacring a herd of buffalo, the next attacked by eagles while falling off a cliff.Features Stupidly fast. The scene changes every 3-30 seconds with some new enemy or obstacle to overcome. Face bears, snakes, spiders, buffalo, avalanches, sharks, and more! Random. The scenes you play are sequenced together in a semi-random way, so you never know which dangers you will face. Rare and bizarre events provide extra surprises. Unlockable wagons. New wagons with special weapons and characteristics are awarded for completing challenging tasks and surviving rare events. Customize your party. You pick your party members’ names and appearances. Name them after your friends and then watch them die one by one in brutal ways. A true challenge. There are no checkpoints or save games. When a party member dies, they stay dead.",Super Amazing Wagon Adventure is a fast-paced 2d shooting game with a random story. You control a group of three migrants traveling west along a wagon trail. The game consists of short scenes that are sequenced together in a semi-random way to tell a crazy adventure story.,['sparsevector'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/250500/ss_8dba586ccd094f05400586d1ea69ee7b5e1b566f.600x338.jpg?t=1715567763,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/250500/header.jpg?t=1715567763,2.99
resident evil 6 biohazard 6,221040,0.9262470507544732,"Blending action and survival horror, Resident Evil 6 promises to be the dramatic horror experience of 2013. Resident Evil favorites Leon S. Kennedy, Chris Redfield and Ada Wong are joined by new characters, including Jake Muller, to face a new horror, the highly virulent C-virus, as the narrative moves between North America, the war-torn Eastern European state of Edonia and the Chinese city of Lanshiang. With four distinct, yet interwoven story threads, each with their own pair of protagonists for either solo or co-op play, both offline and online, not only will Resident Evil 6 deliver both different perspectives and gameplay styles but, with the introduction of the innovative Crossover mechanic players will be able to team up and share the horror. At key moments during the game, up to four players can join together online to tackle a specific situation, with some stages seeing the usual partnerships swapped to further increase the depth of gameplay.Key Features Horror on a global scale – No longer confined to a specific location, the outbreak of the C-virus is worldwide with the action taking place in North America, Eastern Europe and China The most expansive Resident Evil game to date- Experience the horror through four distinct yet intertwined campaigns: Crossover Gameplay - Not only does each story cross paths, but so does the action – At significant points when the narrative draws pairs of characters together, the all new Crossover mechanic allows up to four players to experience the horror together online Solo or co-op play – Resident Evil 6 delivers both single and two player co-op gameplay either offline or online (however Ada Wong’s campaign is one player only) New threats on the rise – Confront the results of the C-virus in all its varied and deadly forms including zombies, J’avo, Chrysalids, and much more Agent Hunt Mode - In this all new online mode for the Resident Evil series, experience the action from the other side. As a ‘hunter’, join the enemy side to become one of the game’s zombies, J’avo or other C-virus mutations and infiltrate another active game session to eliminate the human characters. Play your way – Use skill points to upgrade your character to provide faster reload speed, improved firepower or increase your health bar with the Character Skill system Redesigned control system – Resident Evil 6 features an evolved control system allowing players to shoot while moving; slide; roll in any direction and to take cover along with the addition of an enhanced melee attack Mercenaries returns – Players will once more be able to enjoy the highly popular Mercenaries ModeThe Mercenaries No Mercy - An experience available only on your PC, this additional mode is packed with twice as many enemies as The Mercenaries!7 Additional Stages for the Extra Content Modes - Previously available for purchase as DLC for the console versions, these 7 additional stages come as *standard on the PC version.  (*These stages are unlocked via achievements.)Left 4 Dead 2 Crossover Patch - Scheduled to be released for free via the April 5 2013 Title Update. Blast your way through The Mercenaries No Mercy as your favorite Left 4 Dead 2 characterswith the Infected appearing as enemies as well!Compatible with Console Version Feature Updates/RE.NET - The PC version is compatible with all of the latest features that have been added to the console versions, and is compatible with RE.NET too.","Blending action and survival horror, Resident Evil 6 promises to be the dramatic horror experience of 2013.",['Capcom'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/221040/ss_42cfd0ed6ef0bf03a28e48f1faf25c21777d6fa6.600x338.jpg?t=1700452901,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/221040/header.jpg?t=1700452901,19.99
divinity original sin classic,230230,0.9262470507544732,"Key FeaturesBecome part of a reactive, living and vast open world. Explore many different environments, fight all kinds of fantastical creatures and discover tons of desirable items.Experience gripping party- and turn-based combat. Manipulate the environment and use skill & spell combos to overcome your many foes: Use magic to make it rain on your enemies, then cast a lightning spell to fry them to a crisp. Experiment with different skill combinations to ruin the day for enemies and townspeople alike. Play with a friend in co-op multiplayer. Make decisions together (or disagree entirely), as your interactions and relationship with your partner influence the game.Unravel a deep and epic story, set in the early days of the Divinity universe. No prior experience with other Divinity games is necessary, however. The game takes place well before its predecessors, Divine Divinity and Divinity II: The Dragon Knight Saga, but will still feel familiar to fans.Classless character creation lets you design the character of your choice. Endless item interaction and combinations take exploration and experimentation to another level of freedom.Create your own adventures and share them online. With Original Sin comes the powerful toolset used by the game's designers. Yours are endless new stories to make and share with other players!Digital Collector's EditionThe Digital Collector's Edition contains:2 copies of Divinity: Original Sin: one for you and pass on the second key to a friendAward-winning Divine Divinity and Beyond DivinityThe Golden Grail DLC: an in-game item that allows you to colour your items in gold and sell them for more.Zandalor's Trunks DLC: enjoy a unique in-game undergarment as rare as it is opinionated.Design DocumentsArt PackSoundtrack<img src="" />","Gather your party and get ready for a new, back-to-the-roots RPG adventure! Discuss your decisions with companions; fight foes in turn-based combat; explore an open world and interact with everything and everyone you see. Join up with a friend to play online in co-op and make your own adventures with the powerful RPG toolkit.",['Larian Studios'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/230230/ss_fa14df80126e1fd6bf91679303d22ee0d9486e7e.600x338.jpg?t=1589968473,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/230230/header.jpg?t=1589968473,4.99
banished,242920,0.9254796349055666,"In this city-building strategy game, you control a group of exiled travelers who decide to restart their lives in a new land. They have only the clothes on their backs and a cart filled with supplies from their homeland.

The townspeople of Banished are your primary resource. They are born, grow older, work, have children of their own, and eventually die. Keeping them healthy, happy, and well-fed are essential to making your town grow. Building new homes is not enough—there must be enough people to move in and have families of their own.

Banished has no skill trees. Any structure can be built at any time, provided that your people have collected the resources to do so. There is no money. Instead, your hard-earned resources can be bartered away with the arrival of trade vessels. These merchants are the key to adding livestock and annual crops to the townspeople’s diet; however, their lengthy trade route comes with the risk of bringing illnesses from abroad.

There are twenty different occupations that the people in the city can perform from farming, hunting, and blacksmithing, to mining, teaching, and healing. No single strategy will succeed for every town. Some resources may be more scarce from one map to the next. The player can choose to replant forests, mine for iron, and quarry for rock, but all these choices require setting aside space into which you cannot expand.

The success or failure of a town depends on the appropriate management of risks and resources.","In this city-building strategy game, you control a group of exiled travelers who decide to restart their lives in a new land. They have only the clothes on their backs and a cart filled with supplies from their homeland. The townspeople of Banished are your primary resource.",['Shining Rock Software LLC'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242920/ss_888a226267a065f2afa2a0d3a75200c2ec928ca7.600x338.jpg?t=1667584747,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242920/header.jpg?t=1667584747,18.99
naruto shippuden ultimate ninja storm 3 full burst hd,234670,0.9251625333911008,"More Naruto Games href="" target=""_blank"" rel=""""  id=""dynamiclink_1"" > the GameThe 4th Great Ninja War continues.NARUTO SHIPPUDEN Ultimate Ninja STORM 3 has been given a thorough overhaul for its FULL BURST comeback! Not least among the wealth of enhancements is the addition of the feverishly anticipated chapter in which Sasuke and Itachi take on Kabuto in a nail-biting confrontation. Ultimate Ninja STORM 3 has been remastered in HD.Key FeaturesAbsolutely Epic storyline: Wage the 4th Great Ninja War in the most epic NARUTO game everExtreme Immersion: Confront overpowering bosses including the gargantuan Tailed Beasts in memorable battles defying time and deathGameplay Excellence:  Discover NARUTO Storm ultra dynamic ninja confrontations with the series most extensive roster including the highly anticipated Naruto (Tailed Beast mode), Madara or the Jinchurikis. …and Beyond! (Full Burst New Content)Additional Chapter: Finally free of Kabuto’s control, Itachi intends to crack the Reanimation forbidden technique. Will an unprecedented Uchiha alliance with Sasuke be enough to handle it?New playable character: Kabuto reaches the almighty Sage mode and is now playable in versus mode. Unleash his power and defeat your opponents both offline and online.Director’s Cut:  Discover completely revamped Storm 3 cinematics and experience the epic conflict consuming the entire ninja world more intensely that ever.100 New Missions: Embark on a whole new series of missions, many with their own uniquely challenging objectives.38 Additional Costumes: Outfit characters in a selection of 38 costumes from the NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 DLC packs.",Live the 4th Great Ninja War and its overpowering boss fights or defy your friends in ultra dynamic online and offline ninja confrontations!,['CyberConnect2 Co. Ltd.'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/234670/ss_2d57b045ef1b7df6cdbb0c8f30991db51558b013.600x338.jpg?t=1703662542,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/234670/header.jpg?t=1703662542,19.99
